ip,country_code,region_code,city,zip_code,latitude,longitude,handle,name,last_changed,registration
71.135.132.178,US,,,,37.751,-97.822,NET-71-128-0-0-1,SBCIS-SIS80,2012-03-02,2005-01-11
251.67.144.44,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
225.190.34.194,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
75.67.73.47,US,MA,Carver,02330,41.8741,-70.7551,NET-75-67-0-0-1,BOSTON-12,2010-10-18,2010-10-18
35.192.139.151,US,CA,Mountain View,94043,37.4192,-122.0574,NET-35-192-0-0-1,GOOGL-2,2017-03-21,2017-03-21
101.91.49.55,CN,31,Shanghai,,31.0456,121.3997,NET-101-0-0-0-1,APNIC-101,2010-08-16,2010-08-12
111.178.100.29,CN,42,Wuhan,,30.5801,114.2734,NET-111-0-0-0-1,APNIC-AP,2010-07-30,2008-11-12
159.97.169.235,US,MA,Cambridge,02140,42.3931,-71.1345,NET-159-97-0-0-1,GRACE,2000-02-14,1992-03-31
46.234.86.28,HR,21,Zagreb,10020,45.75,15.95,NET-46-0-0-0-0,46-RIPE,2009-09-30,2009-09-29
200.133.88.86,BR,,,,-22.8305,-43.2192,NET-200-0-0-0-1,LACNIC-200,2010-07-21,2002-07-27
89.140.38.103,ES,,,,40.4172,-3.684,NET-89-0-0-0-1,89-RIPE,2009-05-18,2005-06-30
92.168.8.191,FR,,,,48.8582,2.3387,NET-92-0-0-0-1,92-RIPE,2009-05-18,2007-03-27
255.119.50.121,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
212.107.82.237,GB,,,,51.4964,-0.1224,NET-212-0-0-0-1,RIPE-NCC-212,2009-03-25,1997-11-14
105.72.36.25,MA,,,,32.0,-5.0,NET-105-0-0-0-1,AFRINIC-105,2010-11-19,2010-11-19
2.83.70.235,PT,13,Paredes,4575-290,41.128,-8.2864,NET-2-0-0-0-1,2-RIPE,2009-09-30,2009-09-29
110.198.30.130,CN,11,Beijing,,39.9289,116.3883,NET-110-0-0-0-1,APNIC-AP,2010-07-30,2008-11-12
25.20.8.145,GB,,,,51.4964,-0.1224,NET-25-0-0-0-1,RIPE-ERX-25,2013-01-14,1985-01-28
151.19.227.48,IT,,,,43.1479,12.1097,NET-151-0-0-0-0,RIPE-ERX-151,2009-05-18,1993-05-01
82.248.129.115,FR,,,,48.8582,2.3387,NET-82-0-0-0-1,82-RIPE,2004-03-16,2002-11-23
128.44.95.18,US,AZ,Fort Huachuca,85613,31.5273,-110.3607,NET-128-44-0-0-1,AMEDD-4,2009-07-21,1985-01-14
144.58.1.202,US,CA,Palo Alto,94304,37.3762,-122.1826,NET-144-58-0-0-1,EPRI,2016-01-29,1990-11-13
210.180.180.43,KR,26,Busan,,35.1028,129.0403,NET-210-0-0-0-1,APNIC-CIDR-BLK2,2010-08-02,1996-07-01
24.45.142.2,US,NJ,Hopatcong,07843,40.9398,-74.6617,NET-24-45-128-0-1,OOL-CPE-MLFDCT-24-45-128-0-20,2017-05-19,2017-05-19
22.204.19.106,US,,,,37.751,-97.822,NET-22-0-0-0-1,DNIC-SNET-022,2009-04-15,1989-06-26
28.15.52.144,US,,,,37.751,-97.822,NET-28-0-0-0-1,DNIC-NET-028,2009-03-23,1996-03-11
46.244.15.161,NL,,,,52.3824,4.8995,NET-46-0-0-0-0,46-RIPE,2009-09-30,2009-09-29
131.225.4.13,US,IL,Batavia,60510,41.8392,-88.3612,NET-131-225-0-0-1,FNAL-IPV4,2008-03-06,1987-12-08
30.219.63.228,US,,,,37.751,-97.822,NET-30-0-0-0-1,DNIC-NET-030,2009-06-19,1991-07-01
23.17.84.124,CA,AB,Calgary,T2J,50.8476,-114.1958,NET-23-16-0-0-1,TELUS,2012-02-24,2011-09-29
1.126.172.162,AU,,,,-33.494,143.2104,NET-1-0-0-0-1,APNIC-1,2010-07-30,NA
28.131.164.186,US,,,,37.751,-97.822,NET-28-0-0-0-1,DNIC-NET-028,2009-03-23,1996-03-11
122.116.209.241,TW,,,,23.5,121.0,NET-122-0-0-0-1,APNIC-122,2010-07-30,2006-01-06
154.25.42.45,US,,,,37.751,-97.822,NET-154-25-0-0-1,COGENT-154-25-16,2011-05-27,1992-02-05
156.87.168.194,US,AR,Bentonville,72712,36.3457,-94.2514,NET-156-87-0-0-1,WAL-MART4,2012-04-02,1991-12-20
153.252.169.100,JP,,,,35.69,139.69,NET-153-0-0-0-0,APNIC-ERX-153,2010-07-30,1993-05-01
34.67.129.70,US,,,,37.751,-97.822,NET-34-0-0-0-1,HALLIBURTON,2016-09-12,1991-03-11
59.76.125.117,CN,62,Lanzhou,,36.0564,103.7922,NET-59-0-0-0-1,APNIC-59,2010-07-30,2004-05-04
64.38.245.214,US,AZ,Tempe,85281,33.4357,-111.9171,NET-64-38-192-0-1,CWIE-BLK-1,2012-03-02,2000-02-22
53.137.254.255,DE,,,,51.2993,9.491,NET-53-0-0-0-1,RIPE-ERX-53,2014-10-14,1992-03-17
21.247.62.212,US,,,,37.751,-97.822,NET-21-0-0-0-1,DNIC-SNET-021,2009-06-19,1991-07-01
231.76.66.207,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
105.59.18.175,KE,,,,1.0,38.0,NET-105-0-0-0-1,AFRINIC-105,2010-11-19,2010-11-19
187.235.61.125,MX,PUE,Puebla City,72270,19.05,-98.2,NET-187-0-0-0-1,LACNIC-187,2010-07-21,2007-09-28
44.56.138.37,US,CA,San Diego,92111,32.8072,-117.1649,NET-44-0-0-0-1,AMPRNET,2009-06-19,1992-07-01
86.158.129.117,GB,ENG,Liverpool,L36,53.4115,-2.8394,NET-86-0-0-0-1,86-RIPE,2009-05-18,2004-04-01
168.95.248.37,TW,,,,23.5,121.0,NET-168-95-0-0-1,APNIC-ERX-168-95-0-0,2009-10-08,2003-08-20
28.175.115.62,US,,,,37.751,-97.822,NET-28-0-0-0-1,DNIC-NET-028,2009-03-23,1996-03-11
227.87.56.127,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
19.235.35.14,US,MI,Dearborn,48121,42.3223,-83.1763,NET-19-0-0-0-1,FINET,2010-05-07,1988-06-15
247.8.75.94,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
162.15.211.74,US,CA,Mira Loma,91752,33.9925,-117.5164,NET-162-15-0-0-1,CPUC,1994-05-13,1992-07-01
236.191.28.202,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
201.79.160.255,BR,ES,Guarapari,,-20.6494,-40.4799,NET-201-0-0-0-1,LACNIC-201,2010-07-21,2003-04-03
164.168.124.130,US,MA,Foxborough,02035,42.0608,-71.2337,NET-164-168-0-0-1,ESSCORCA,2012-02-24,1993-04-02
119.41.156.162,CN,32,,,32.0617,118.7778,NET-119-0-0-0-1,APNIC-119,2010-07-30,2007-01-17
48.217.235.2,US,NJ,Newark,07102,40.7355,-74.1741,NET-48-0-0-0-1,PRU48,2012-04-02,1990-12-07
24.255.169.147,US,KS,Topeka,66607,39.0401,-95.6306,NET-24-255-128-0-1,NETBLK-WI-RDC-24-255-128-0,2004-08-31,2004-08-31
237.5.131.175,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
14.12.68.153,JP,43,Kumamoto,862-0953,32.7897,130.7417,NET-14-0-0-0-1,APNIC-14,2010-07-30,2008-01-22
8.64.59.229,US,,,,37.751,-97.822,NET-8-0-0-0-1,LVLT-ORG-8-8,2012-02-24,1992-12-01
177.62.89.0,BR,,,,-22.8305,-43.2192,NET-177-0-0-0-0,LACNIC-177,2010-07-21,1993-05-01
203.214.5.34,AU,,,,-33.494,143.2104,NET-203-0-0-0-1,APNIC-203,2010-08-02,1994-04-05
250.116.137.239,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
208.135.243.209,US,MO,Chesterfield,63017,38.65,-90.5334,NET-208-132-128-0-1,SAVVIS,2005-03-21,1996-03-27
114.134.131.105,JP,42,Nagasaki,850-0861,32.7447,129.8736,NET-114-0-0-0-1,APNIC-114,2010-07-30,2007-10-29
116.71.233.202,PK,SD,Karachi,12311,24.9056,67.0822,NET-116-0-0-0-1,APNIC-116,2010-07-30,2007-01-17
51.189.208.167,GB,,,,51.4964,-0.1224,NET-51-0-0-0-1,RIPE-ERX-51,2013-01-14,1991-09-16
43.1.126.220,JP,13,Tokyo,100-0001,35.6427,139.7677,NET-43-0-0-0-1,APNIC-ERX-43,2013-01-14,1989-02-21
109.66.152.179,IL,M,Rehovot,,31.8969,34.8186,NET-109-0-0-0-1,109-RIPE,2009-05-18,2009-01-30
253.60.74.103,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
251.140.228.76,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
151.234.61.117,IR,30,,,35.1826,59.3886,NET-151-0-0-0-0,RIPE-ERX-151,2009-05-18,1993-05-01
232.177.14.114,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
140.198.211.124,US,AZ,Tempe,85281,33.4357,-111.9171,NET-140-198-0-0-1,MARICOPA,2013-04-01,1990-06-01
91.86.226.195,BE,WAL,Chanly,6921,50.0833,5.1167,NET-91-0-0-0-1,91-RIPE,2009-05-18,2005-06-30
128.213.183.75,US,NY,Troy,12180,42.7495,-73.5951,NET-128-213-0-0-1,RPICSNET,2011-08-27,1987-03-12
135.192.136.28,US,,,,37.751,-97.822,NET-135-186-0-0-1,ATT-135-186-195-B,2012-04-02,1996-04-30
128.228.229.102,US,NY,New York,10019,40.7662,-73.9862,NET-128-228-0-0-1,CUNY,2009-07-21,1987-05-06
164.175.213.171,US,AZ,Fort Huachuca,85613,31.5273,-110.3607,NET-164-169-0-0-1,CTNOSC-NETBLK,2006-02-13,1997-06-27
210.252.86.205,JP,,,,35.69,139.69,NET-210-0-0-0-1,APNIC-CIDR-BLK2,2010-08-02,1996-07-01
59.90.81.216,IN,JK,Udhampur,182101,32.9333,75.1333,NET-59-0-0-0-1,APNIC-59,2010-07-30,2004-05-04
233.73.191.152,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
106.202.173.234,IN,DL,Delhi,,28.6667,77.2167,NET-106-0-0-0-1,APNIC-106,2011-02-10,2011-01-09
223.226.159.209,IN,DL,Delhi,,28.6667,77.2167,NET-223-0-0-0-1,APNIC-223,2010-07-30,2003-03-16
41.78.238.195,ZW,,,,-20.0,30.0,NET-41-0-0-0-1,NET41,2010-11-09,2005-04-12
64.136.234.16,US,MI,Kalamazoo,49007,42.3005,-85.5902,NET-64-136-234-16-1,CTSC-S2910,2017-04-27,2017-04-27
81.153.103.90,GB,ENG,Newbury,RG20,51.3151,-1.4059,NET-81-0-0-0-1,81-RIPE,2009-03-25,NA
159.67.108.68,US,,,,37.751,-97.822,NET-159-67-0-0-1,NCNTA,2012-04-02,1992-03-13
101.205.28.24,CN,51,Chengdu,,30.6667,104.0667,NET-101-0-0-0-1,APNIC-101,2010-08-16,2010-08-12
167.148.154.174,US,GA,Atlanta,30303,33.748,-84.3858,NET-167-148-0-0-1,GAPACIFIC,2015-11-19,1993-07-23
57.3.130.144,BE,,,,50.85,4.35,NET-57-0-0-0-1,RIPE-ERX-57,2014-10-14,1993-06-21
159.70.62.34,US,TX,Irving,75039,32.8795,-96.9398,NET-159-70-0-0-1,NETXOM-159-70-0-0,2003-01-13,1992-03-13
69.239.245.88,US,,,,37.751,-97.822,NET-69-239-245-0-1,SBC06923924500025050516102633,2005-05-16,2005-05-16
30.65.91.178,US,,,,37.751,-97.822,NET-30-0-0-0-1,DNIC-NET-030,2009-06-19,1991-07-01
97.104.129.171,US,FL,Saint Cloud,34771,28.2465,-81.0936,NET-97-96-0-0-1,RRSW,2009-04-14,2007-04-09
155.116.140.113,US,OH,Cincinnati,45201,39.1271,-84.5144,NET-155-111-0-0-1,PGINTERNET155,2004-05-05,1992-03-23
143.120.203.184,US,NM,Albuquerque,87107,35.1445,-106.6447,NET-143-120-0-0-1,CABQ,2017-01-05,1990-09-17
162.179.234.204,US,,,,37.751,-97.822,NET-162-160-0-0-1,CORE,2012-06-13,2012-06-13
34.225.224.79,US,VA,Ashburn,20149,39.0481,-77.4729,NET-34-192-0-0-1,AT-88-Z,2016-09-12,2016-09-12
196.250.69.106,BJ,,,,9.5,2.25,NET-196-0-0-0-0,NET196,2010-11-09,1993-05-01
89.171.60.194,PL,MZ,Warsaw,00-377,52.25,21.0,NET-89-0-0-0-1,89-RIPE,2009-05-18,2005-06-30
235.244.237.219,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
82.240.117.159,FR,HDF,Lomme,,50.6436,2.9871,NET-82-0-0-0-1,82-RIPE,2004-03-16,2002-11-23
116.184.254.129,CN,21,Chaoyang,,41.5703,120.4586,NET-116-0-0-0-1,APNIC-116,2010-07-30,2007-01-17
122.248.153.32,AU,NSW,Dulwich Hill,2203,-33.9041,151.1395,NET-122-0-0-0-1,APNIC-122,2010-07-30,2006-01-06
242.61.26.205,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
124.141.41.7,JP,12,Chiba,260-0855,35.6047,140.1233,NET-124-0-0-0-1,APNIC-124,2010-07-30,2005-01-27
189.5.49.177,BR,SP,Sorocaba,,-23.5,-47.4596,NET-189-0-0-0-1,NET189,2010-07-21,2005-06-17
199.42.211.230,US,CA,Palo Alto,94304,37.3762,-122.1826,NET-199-42-0-0-1,HPE-EDS2DXC,2017-06-07,1993-11-02
223.212.77.85,CN,44,Shenzhen,,22.5333,114.1333,NET-223-0-0-0-1,APNIC-223,2010-07-30,2003-03-16
193.198.241.215,HR,,,,45.1667,15.5,NET-193-0-0-0-1,RIPE-CBLK,2009-03-25,1992-08-12
235.227.122.114,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
254.10.44.204,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
31.254.171.186,DE,,,,51.2993,9.491,NET-31-0-0-0-1,RIPE-31,2010-05-18,NA
235.193.31.39,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
81.249.13.171,FR,IDF,Fontenay-le-Fleury,78330,48.8125,2.0486,NET-81-0-0-0-1,81-RIPE,2009-03-25,NA
39.152.193.230,CN,,,,34.7725,113.7266,NET-39-0-0-0-1,APNIC-39,2011-02-10,2011-01-09
154.167.200.220,GH,,,,8.0,-2.0,NET-154-0-0-0-0,NET154,2010-11-09,1993-05-01
137.199.71.102,US,MA,Boston,02109,42.3605,-71.0548,NET-137-199-0-0-1,FIDELITYNET,2006-12-28,1990-01-03
164.180.214.188,US,,,,37.751,-97.822,NET-164-180-0-0-1,DNIC-NETBLK-164-180,2009-04-09,1993-05-04
155.246.112.90,US,NJ,Hoboken,07030,40.7458,-74.0321,NET-155-246-0-0-1,STEVENS,2007-01-29,1991-12-31
19.38.165.179,US,MI,Dearborn,48121,42.3223,-83.1763,NET-19-0-0-0-1,FINET,2010-05-07,1988-06-15
105.182.70.80,EG,C,Cairo,,30.0771,31.2859,NET-105-0-0-0-1,AFRINIC-105,2010-11-19,2010-11-19
108.6.63.188,US,NY,Manhasset,11030,40.7939,-73.6862,NET-108-0-0-0-1,VIS-BLOCK,2016-08-18,2009-06-05
109.238.37.154,CZ,63,Třebíč,674 01,49.2406,15.8677,NET-109-0-0-0-1,109-RIPE,2009-05-18,2009-01-30
78.158.46.94,GB,ENG,Leeds,LS4,53.8,-1.5833,NET-78-0-0-0-1,78-RIPE,2009-05-18,2006-08-29
15.244.157.161,US,CA,Palo Alto,94304,37.3762,-122.1826,NET-15-104-0-0-1,HPE-15-Z-INTERNET,2017-06-07,1994-07-01
55.175.134.66,US,AZ,Fort Huachuca,85613,31.5273,-110.3607,NET-55-0-0-0-1,CONUS-RCAS,2011-02-23,1996-10-26
164.217.227.5,US,VA,Alexandria,22311,38.8337,-77.1204,NET-164-217-0-0-1,DIS-BCAST,2012-04-02,1993-11-03
68.165.98.245,US,CO,Westminster,80035,39.8366,-105.0372,NET-68-164-0-0-1,MEGAPATH-BLK-58,2013-10-08,2002-11-12
200.222.74.141,BR,,,,-22.8305,-43.2192,NET-200-0-0-0-1,LACNIC-200,2010-07-21,2002-07-27
125.123.3.222,CN,33,Jiaxing,,30.7522,120.75,NET-125-0-0-0-1,APNIC-125,2010-07-30,2005-01-27
252.100.82.242,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
107.246.71.204,US,,,,37.751,-97.822,NET-107-224-0-0-1,ATT-MOBILITY-LLC,2012-03-20,2010-10-01
132.67.55.36,IL,TA,Tel Aviv,,32.0666,34.765,NET-132-64-0-0-1,RIPE-ERX-132-64-0-0,2003-12-11,2003-12-11
136.106.225.57,US,MI,Dearborn,48121,42.3223,-83.1763,NET-136-64-0-0-1,FORD-NETS,2015-10-06,1989-08-22
202.58.59.43,AU,SA,Findon,5023,-34.9,138.5333,NET-202-0-0-0-1,APNIC-CIDR-BLK,2010-08-02,1994-04-05
211.137.191.58,CN,37,,,36.0986,120.3719,NET-211-0-0-0-1,NET-211,2010-08-02,1996-07-01
246.238.71.165,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
199.101.120.1,US,NC,High Point,27265,36.0162,-80.0434,NET-199-101-120-0-1,NSTELCO,2012-02-15,2012-02-15
197.19.30.175,TN,,,,34.0,9.0,NET-197-0-0-0-1,NET197,2010-11-09,2008-10-27
183.63.25.112,CN,44,Guangzhou,,23.1167,113.25,NET-183-0-0-0-1,APNIC-183,2010-07-30,2009-04-30
32.68.239.4,US,,,,37.751,-97.822,NET-32-0-0-0-1,ATT-32-0-0-0-A,2015-02-11,1990-05-30
175.15.28.39,CN,43,Changsha,,28.1792,113.1136,NET-175-0-0-0-0,APNIC-175,2010-07-30,2009-08-03
43.169.24.97,JP,13,Tokyo,100-0001,35.6427,139.7677,NET-43-0-0-0-1,APNIC-ERX-43,2013-01-14,1989-02-21
104.64.181.208,US,MA,Cambridge,02142,42.3626,-71.0843,NET-104-64-0-0-1,AKAMAI,2014-04-22,2014-04-22
117.242.253.32,IN,KL,Pathanamthitta,689645,9.2667,76.7833,NET-117-0-0-0-1,APNIC-117,2010-07-30,2007-01-17
14.252.244.86,VN,HN,Hanoi,,21.0333,105.85,NET-14-0-0-0-1,APNIC-14,2010-07-30,2008-01-22
139.133.210.128,GB,SCT,Aberdeen,AB11,57.1333,-2.1,NET-139-133-0-0-1,RIPE-ERX-139-133-0-0,2004-03-03,2004-03-03
173.136.6.75,US,,,,37.751,-97.822,NET-173-136-0-0-1,SPRINT-173-136-0-0,2016-08-18,2016-08-18
223.132.134.83,JP,13,Tokyo,100-0001,35.6427,139.7677,NET-223-0-0-0-1,APNIC-223,2010-07-30,2003-03-16
92.60.164.2,ES,,,,40.4172,-3.684,NET-92-0-0-0-1,92-RIPE,2009-05-18,2007-03-27
70.116.4.216,US,,,,37.751,-97.822,NET-70-112-0-0-1,RRSW,2006-06-06,2004-09-17
202.140.155.36,CN,12,Tianjin,,39.1422,117.1767,NET-202-0-0-0-1,APNIC-CIDR-BLK,2010-08-02,1994-04-05
174.57.31.215,US,NJ,Haddonfield,08033,39.8942,-75.0394,NET-174-57-0-0-1,PA-42,2009-08-27,2009-08-27
208.111.239.22,US,PA,Plymouth,18651,41.249,-75.9615,NET-208-111-192-0-1,FRONTIER-COMMUNICATIONS-INC,2012-02-24,2006-04-10
118.155.154.138,JP,,,,35.69,139.69,NET-118-0-0-0-1,APNIC-118,2010-07-30,2007-01-17
155.189.158.169,US,GA,St. Marys,31558,30.7917,-81.5731,NET-155-189-0-0-1,SWFLANT-B,1993-10-04,1993-10-04
17.9.114.4,US,CA,Cupertino,95014,37.3042,-122.0946,NET-17-0-0-0-1,APPLE-WWNET,2012-04-02,1990-04-16
108.178.84.99,US,,,,37.751,-97.822,NET-108-178-64-0-1,RCSW,2012-02-28,2012-02-28
252.123.184.12,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
108.97.8.9,US,,,,37.751,-97.822,NET-108-97-0-0-1,SPRINT-108-97-0-0,2016-08-18,2016-08-18
135.66.110.133,US,,,,37.751,-97.822,NET-135-65-0-0-1,ATT-135-65-73-B,2012-04-02,1996-04-30
27.120.49.34,KR,28,Incheon,,37.4536,126.7317,NET-27-0-0-0-1,APNIC-27,2010-07-30,NA
2.117.239.101,IT,,,,43.1479,12.1097,NET-2-0-0-0-1,2-RIPE,2009-09-30,2009-09-29
148.252.99.200,NO,,,,59.95,10.75,NET-148-251-0-0-1,RIPE-ERX-148-251-0-0,2003-10-29,2003-10-29
211.52.214.43,KR,28,Incheon,,37.4536,126.7317,NET-211-0-0-0-1,NET-211,2010-08-02,1996-07-01
207.167.145.81,US,CA,Canoga Park,91303,34.1974,-118.6015,NET-207-167-128-0-1,DECADE-BLK2,2000-01-14,1996-07-16
166.161.168.137,US,,,,37.751,-97.822,NET-166-128-0-0-1,NETBLK-CDPD-B,2005-01-07,1993-07-09
126.50.234.97,JP,23,Nagoya,460-0001,35.1802,136.9067,NET-126-0-0-0-1,APNIC-126,2009-10-08,2005-01-27
244.193.152.105,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
159.245.15.23,,,,,47.0,8.0,NET-159-244-0-0-1,RIPE-ERX-159-244-0-0,2003-10-29,2003-10-29
249.236.71.239,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
62.211.20.70,IT,55,Perugia,06124,43.1122,12.3888,NET-62-0-0-0-1,RIPE-C3,2009-03-25,1997-04-25
64.221.237.213,US,TN,Brentwood,37027,35.9985,-86.7807,NET-64-220-0-0-1,XOXO-BLK-5,2012-03-02,2000-03-20
4.193.94.4,US,,,,37.751,-97.822,NET-4-0-0-0-1,LVLT-ORG-4-8,2012-02-24,1992-12-01
29.86.243.38,US,,,,37.751,-97.822,NET-29-0-0-0-1,DNIC-RNET-029-000,2012-11-08,1991-07-01
137.57.112.163,US,CA,San Jose,95134,37.425,-121.946,NET-137-57-0-0-1,ALTERA,2017-05-18,1990-07-05
173.127.253.160,US,,,,37.751,-97.822,NET-173-127-128-0-1,SPRINT-173-127-128-0,2016-08-19,2016-08-19
245.1.110.254,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
42.26.129.162,KR,,,,37.5112,126.9741,NET-42-0-0-0-1,APNIC-42,2011-04-12,2010-10-26
173.16.35.102,US,IN,Wolcottville,46795,41.5655,-85.3378,NET-173-16-0-0-1,MEDIACOM-RESIDENTIAL-CUST,2012-02-24,2008-05-19
220.79.15.25,KR,28,,,37.4191,126.6649,NET-220-0-0-0-1,APNIC6,2010-07-30,NA
53.180.50.197,DE,,,,51.2993,9.491,NET-53-0-0-0-1,RIPE-ERX-53,2014-10-14,1992-03-17
20.51.0.227,US,VA,Falls Church,22042,38.864,-77.1922,NET-20-0-0-0-1,CSC,2017-02-22,1989-09-03
152.110.54.160,ZA,,,,-29.0,24.0,NET-152-106-0-0-1,AFRINIC-152-106-0-0,2005-02-21,2005-02-21
221.25.70.130,JP,,,,35.69,139.69,NET-221-0-0-0-1,APNIC7,2010-07-30,NA
206.59.86.157,US,,,,37.751,-97.822,NET-206-59-0-0-1,WAYPORT-206-59-NET,2012-06-25,2004-04-29
115.207.224.165,CN,33,Huzhou,,30.8703,120.0933,NET-115-0-0-0-1,APNIC-115,2010-07-30,2007-10-29
137.210.152.174,US,,,,37.751,-97.822,NET-137-210-0-0-1,DATM-1,2007-08-31,1990-01-09
120.174.202.137,ID,JK,Jakarta,,-6.1744,106.8294,NET-120-0-0-0-1,APNIC-120,2010-07-30,2007-01-17
73.195.228.140,US,NJ,Williamstown,08094,39.6862,-74.9952,NET-73-194-0-0-1,NJ-23,2014-11-21,2014-11-21
153.151.218.20,JP,13,Tokyo,100-0001,35.6427,139.7677,NET-153-0-0-0-0,APNIC-ERX-153,2010-07-30,1993-05-01
97.104.173.41,US,FL,Saint Cloud,34769,28.2416,-81.2928,NET-97-96-0-0-1,RRSW,2009-04-14,2007-04-09
13.216.190.127,US,CT,Norwalk,06850,41.1271,-73.4416,NET-13-212-0-0-1,XEROX-NET,2016-08-09,1986-04-25
157.168.71.130,CH,BS,Basel,4003,47.5584,7.5733,NET-157-167-0-0-1,RIPE-ERX-157-167-0-0,2004-04-07,2004-04-07
26.110.70.130,US,,,,37.751,-97.822,NET-26-0-0-0-1,DISANET26,2009-06-19,1995-05-01
148.144.78.254,US,NY,White Plains,10601,41.0291,-73.758,NET-148-144-0-0-1,NYPA,2001-12-11,1991-04-18
211.44.156.9,KR,11,Seoul,,37.5111,126.9743,NET-211-0-0-0-1,NET-211,2010-08-02,1996-07-01
117.157.236.127,CN,,,,34.7725,113.7266,NET-117-0-0-0-1,APNIC-117,2010-07-30,2007-01-17
115.210.216.246,CN,33,Jinhua,,29.1068,119.6442,NET-115-0-0-0-1,APNIC-115,2010-07-30,2007-10-29
50.170.11.118,US,WA,Renton,98056,47.511,-122.187,NET-50-170-0-0-1,SEATTLE-2,2013-07-05,2013-07-05
231.7.202.164,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
232.125.114.120,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
33.176.238.89,US,,,,37.751,-97.822,NET-33-0-0-0-1,DISN-IP-LEGACY,2013-09-11,1991-01-01
115.2.143.134,KR,,,,37.5112,126.9741,NET-115-0-0-0-1,APNIC-115,2010-07-30,2007-10-29
146.187.43.28,US,WA,Cheney,99004,47.4313,-117.6292,NET-146-187-0-0-1,EWU,2017-04-19,1991-02-25
89.46.196.98,IT,52,Arezzo,52100,43.4167,11.8833,NET-89-0-0-0-1,89-RIPE,2009-05-18,2005-06-30
8.204.108.173,US,,,,37.751,-97.822,NET-8-0-0-0-1,LVLT-ORG-8-8,2012-02-24,1992-12-01
125.190.46.138,KR,26,Busan,,35.1028,129.0403,NET-125-0-0-0-1,APNIC-125,2010-07-30,2005-01-27
70.29.23.48,CA,,,,43.6319,-79.3716,NET-70-29-20-0-1,SYM220090220-CA,2009-02-20,2009-02-20
220.225.25.230,IN,WB,,,22.5697,88.3697,NET-220-0-0-0-1,APNIC6,2010-07-30,NA
101.42.72.136,CN,11,Beijing,,39.9289,116.3883,NET-101-0-0-0-1,APNIC-101,2010-08-16,2010-08-12
150.141.190.28,US,CA,San Jose,95161,37.3394,-121.895,NET-150-141-0-0-1,TYMNETGNS,1999-04-06,1991-05-16
229.22.86.209,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
