ip,country_code,region_code,city,zip_code,latitude,longitude,handle,name,last_changed,registration
244.36.171.60,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
81.44.150.240,ES,IB,Sant Francesc de Formentera,07860,38.6638,1.4003,NET-81-0-0-0-1,81-RIPE,2009-03-25,NA
40.82.106.5,NL,NH,Amsterdam,1091,52.35,4.9167,NET-40-74-0-0-1,MSFT,2015-05-27,2015-02-23
216.235.211.155,US,TX,Houston,77042,29.7419,-95.5643,NET-216-235-208-0-1,INTERNET-URSI,2016-02-16,1999-09-22
116.101.14.224,VN,HN,Hanoi,,21.0333,105.85,NET-116-0-0-0-1,APNIC-116,2010-07-30,2007-01-17
34.142.6.33,US,,,,37.751,-97.822,NET-34-0-0-0-1,HALLIBURTON,2016-09-12,1991-03-11
33.33.53.155,US,,,,37.751,-97.822,NET-33-0-0-0-1,DISN-IP-LEGACY,2013-09-11,1991-01-01
186.167.42.67,VE,A,Caracas,,10.5,-66.9168,NET-186-0-0-0-1,LACNIC-186,2010-07-21,2007-09-28
236.220.190.72,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
208.128.240.230,US,MO,Chesterfield,63017,38.65,-90.5334,NET-208-128-0-0-1,SAVVIS,2005-03-21,1996-03-27
123.42.170.221,KR,,,,37.5112,126.9741,NET-123-0-0-0-1,APNIC-123,2010-07-30,2006-01-06
224.171.234.30,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
3.173.155.119,US,CT,Fairfield,06828,41.1412,-73.2637,NET-3-0-0-0-1,GE-INTERNET,2008-03-28,1988-02-23
40.43.195.14,US,,,,37.751,-97.822,NET-40-0-0-0-1,LILLY-NET,2015-02-23,1991-04-23
232.125.33.216,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
31.57.136.230,IR,,,,35.6961,51.4231,NET-31-0-0-0-1,RIPE-31,2010-05-18,NA
222.5.172.196,JP,,,,35.69,139.69,NET-222-0-0-0-1,APNIC8,2010-07-30,2003-02-13
33.238.19.104,US,,,,37.751,-97.822,NET-33-0-0-0-1,DISN-IP-LEGACY,2013-09-11,1991-01-01
142.254.194.243,US,,,,37.751,-97.822,NET-142-254-128-0-1,RRHL,2012-06-15,2012-06-15
124.86.226.223,JP,13,Tokyo,100-0001,35.6427,139.7677,NET-124-0-0-0-1,APNIC-124,2010-07-30,2005-01-27
13.211.237.22,AU,NSW,Sydney,1001,-33.8612,151.1982,NET-13-210-0-0-1,AMAZO-SYD,2017-04-11,2017-04-11
4.44.97.176,US,,,,37.751,-97.822,NET-4-44-0-0-1,LVLT-STATIC-4-44-16,2010-09-28,2010-09-28
203.35.56.248,AU,NSW,Sydney,1001,-33.8612,151.1982,NET-203-0-0-0-1,APNIC-203,2010-08-02,1994-04-05
24.197.112.182,US,NC,Asheville,28806,35.5683,-82.6272,NET-24-197-112-0-1,SPTBG-SC-24-197-112,2003-08-27,2001-09-20
107.73.246.73,US,,,,37.751,-97.822,NET-107-64-0-0-1,ATT-MOBILITY-LLC,2012-03-20,2011-02-04
108.65.14.158,US,,,,37.751,-97.822,NET-108-64-0-0-1,SBCIS-SBIS,2012-03-02,2009-10-29
72.240.178.112,US,OH,Perrysburg,43551,41.5295,-83.5656,NET-72-240-0-0-1,BUCKEYE-CABLESYSTEM,2012-03-02,2005-04-21
59.219.223.23,CN,11,Beijing,,39.9289,116.3883,NET-59-0-0-0-1,APNIC-59,2010-07-30,2004-05-04
61.66.194.204,TW,,Taipei,,25.0418,121.4966,NET-61-0-0-0-1,APNIC3,2010-07-30,1997-04-25
159.129.75.124,US,TX,Irving,75039,32.8795,-96.9398,NET-159-129-0-0-1,NETXOM-159-129-0-0,2003-01-13,1992-04-14
227.73.226.94,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
99.174.36.137,US,,,,37.751,-97.822,NET-99-128-0-0-1,SBCIS-SBIS-6BLK,2013-10-21,2007-08-29
23.5.102.194,NL,NH,Amsterdam,1091,52.35,4.9167,NET-23-5-96-0-1,AIBV,2014-09-12,2014-09-12
41.107.216.31,DZ,,,,36.7642,3.1468,NET-41-0-0-0-1,NET41,2010-11-09,2005-04-12
136.17.123.206,US,MI,Dearborn,48121,42.3223,-83.1763,NET-136-1-0-0-1,FORD-NETS,2015-12-30,1989-08-22
54.153.173.116,AU,NSW,Sydney,1001,-33.8612,151.1982,NET-54-144-0-0-1,AMAZON,2014-11-13,2014-10-23
184.159.117.150,US,,,,37.751,-97.822,NET-184-156-0-0-1,NETBLK-CENTURYTEL16,2012-03-02,2010-06-21
221.88.104.235,JP,40,Kurume,830-0018,33.3167,130.5167,NET-221-0-0-0-1,APNIC7,2010-07-30,NA
14.187.35.51,VN,SG,Ho Chi Minh City,,10.8142,106.6438,NET-14-0-0-0-1,APNIC-14,2010-07-30,2008-01-22
139.169.190.74,US,TX,Houston,77058,29.5672,-95.0925,NET-139-169-0-0-1,JIN,2009-09-22,1990-03-24
65.100.100.42,US,AZ,Tucson,85741,32.3369,-111.0502,NET-65-100-100-40-1,USW-ACCURATESER,2001-04-04,2001-04-04
64.227.30.42,US,FL,Jacksonville,32258,30.1438,-81.5401,NET-64-227-30-0-1,64-227-30-0-NET,2008-08-22,2008-08-22
27.22.236.35,CN,42,Wuhan,,30.5801,114.2734,NET-27-0-0-0-1,APNIC-27,2010-07-30,NA
152.250.216.187,BR,SP,São Paulo,,-23.5733,-46.6417,NET-152-250-0-0-1,LACNIC-ERX-152-250-0-0,2010-11-17,2010-11-03
35.192.211.127,US,CA,Mountain View,94043,37.4192,-122.0574,NET-35-192-0-0-1,GOOGL-2,2017-03-21,2017-03-21
164.242.37.96,US,,,,37.751,-97.822,NET-164-227-0-0-2,DNIC-SUPERBLK1,2011-06-21,2004-04-29
154.54.193.133,US,,,,37.751,-97.822,NET-154-54-0-0-1,COGENT-154-54-16,2011-05-28,1992-02-05
153.162.86.172,JP,13,Hachiōji,193-0931,35.6558,139.3239,NET-153-0-0-0-0,APNIC-ERX-153,2010-07-30,1993-05-01
32.145.242.134,US,,,,37.751,-97.822,NET-32-0-0-0-1,ATT-32-0-0-0-A,2015-02-11,1990-05-30
5.121.83.16,IR,,,,35.6961,51.4231,NET-5-0-0-0-1,RIPE-5,2010-12-13,2010-11-30
241.189.201.17,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
84.47.255.54,IR,,,,35.6961,51.4231,NET-84-0-0-0-1,84-RIPE,2004-03-16,2003-11-17
166.141.209.233,US,,,,37.751,-97.822,NET-166-128-0-0-1,NETBLK-CDPD-B,2005-01-07,1993-07-09
118.170.198.148,TW,TXG,Taichung,,24.1433,120.6814,NET-118-0-0-0-1,APNIC-118,2010-07-30,2007-01-17
84.94.249.185,IL,,,,31.5,34.75,NET-84-0-0-0-1,84-RIPE,2004-03-16,2003-11-17
197.166.202.81,EG,,,,30.0355,31.223,NET-197-0-0-0-1,NET197,2010-11-09,2008-10-27
168.154.147.209,KR,,,,37.5112,126.9741,NET-168-152-0-0-1,APNIC-ERX-168-152-0-0,2009-10-08,2003-08-20
20.219.138.87,US,,,,37.751,-97.822,NET-20-192-0-0-1,CSC,2017-02-22,1989-09-03
195.79.240.97,AT,,,,48.2,16.3667,NET-195-0-0-0-1,RIPE-CBLK3,2009-03-25,1996-03-25
92.14.17.197,GB,ENG,Cheltenham,GL50,51.9,-2.0833,NET-92-0-0-0-1,92-RIPE,2009-05-18,2007-03-27
166.188.59.37,US,,,,37.751,-97.822,NET-166-128-0-0-1,NETBLK-CDPD-B,2005-01-07,1993-07-09
31.252.105.215,DE,,,,51.2993,9.491,NET-31-0-0-0-1,RIPE-31,2010-05-18,NA
220.86.102.201,KR,11,Seoul,,37.5111,126.9743,NET-220-0-0-0-1,APNIC6,2010-07-30,NA
25.195.246.206,GB,,,,51.4964,-0.1224,NET-25-0-0-0-1,RIPE-ERX-25,2013-01-14,1985-01-28
238.204.59.252,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
239.173.30.177,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
153.150.10.117,JP,28,Kobe,650-0011,34.6913,135.183,NET-153-0-0-0-0,APNIC-ERX-153,2010-07-30,1993-05-01
127.54.111.227,,,,,0.0,0.0,NET-127-0-0-0-1,SPECIAL-IPV4-LOOPBACK-IANA-RESERVED,2013-08-30,NA
79.216.201.42,DE,BW,Mannheim,68165,49.4772,8.4818,NET-79-0-0-0-1,79-RIPE,2009-05-18,2006-08-29
144.131.117.107,AU,NSW,Glenwood,2768,-33.7333,150.9328,NET-144-130-0-0-1,APNIC-ERX-144-130-0-0,2009-10-08,2004-01-07
2.111.205.111,DK,81,Nykobing Mors,7900,56.7619,8.6836,NET-2-0-0-0-1,2-RIPE,2009-09-30,2009-09-29
131.55.14.207,US,AL,Montgomery,36114,32.404,-86.2539,NET-131-55-0-0-1,TYNDALL1,2010-12-07,1989-10-13
190.178.196.94,AR,B,Necochea,7630,-38.55,-58.75,NET-190-0-0-0-1,NET190,2010-07-21,2005-06-17
45.218.95.161,MA,,,,32.0,-5.0,NET-45-192-0-0-1,AFRINIC,2015-02-26,2014-05-22
14.225.215.166,VN,HN,Hanoi,,21.0333,105.85,NET-14-0-0-0-1,APNIC-14,2010-07-30,2008-01-22
33.67.141.226,US,,,,37.751,-97.822,NET-33-0-0-0-1,DISN-IP-LEGACY,2013-09-11,1991-01-01
174.156.164.63,US,,,,37.751,-97.822,NET-174-156-0-0-1,SPRINT-174-156-0-0,2016-08-18,2016-08-18
68.211.11.74,US,,,,37.751,-97.822,NET-68-211-0-0-1,BLS-68-211-0-0-16-1201130808,2012-01-13,2012-01-13
3.221.25.119,US,CT,Fairfield,06828,41.1412,-73.2637,NET-3-0-0-0-1,GE-INTERNET,2008-03-28,1988-02-23
184.40.8.232,US,,,,37.751,-97.822,NET-184-40-0-0-1,BLS-184-40-0-0-1003020951,2010-03-03,2010-03-03
240.207.158.113,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
172.187.155.160,FR,,,,48.8582,2.3387,NET-172-128-0-0-1,AOL-172BLK,2014-04-21,2000-03-24
192.84.82.225,GB,ENG,Manchester,M40,53.4663,-2.1342,NET-192-84-75-0-1,RIPE-ERX-192-84-75-0,2005-02-28,2005-02-28
190.216.199.119,CO,DC,Bogotá,,4.6492,-74.0628,NET-190-0-0-0-1,NET190,2010-07-21,2005-06-17
7.184.113.85,US,,,,37.751,-97.822,NET-7-0-0-0-1,DISANET7,2006-04-28,1997-11-24
10.221.255.227,,,,,0.0,0.0,NET-10-0-0-0-1,PRIVATE-ADDRESS-ABLK-RFC1918-IANA-RESERVED,2013-08-30,NA
230.35.44.100,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
235.121.166.187,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
71.198.31.123,US,CA,Santa Rosa,95404,38.4578,-122.6853,NET-71-198-0-0-1,BAYAREA-19,2005-12-19,2005-12-19
9.99.53.6,US,NC,Durham,27709,35.994,-78.8986,NET-9-0-0-0-1,IBM,2011-09-06,1988-12-16
113.254.158.90,HK,KKC,Kowloon,,22.3167,114.1833,NET-113-0-0-0-1,APNIC-113,2010-07-30,2008-05-27
197.247.250.218,MA,,,,32.0,-5.0,NET-197-0-0-0-1,NET197,2010-11-09,2008-10-27
172.224.156.82,US,MA,Cambridge,02142,42.3626,-71.0843,NET-172-224-0-0-1,AKAMAI,2013-03-15,2013-03-15
20.220.143.65,US,,,,37.751,-97.822,NET-20-192-0-0-1,CSC,2017-02-22,1989-09-03
85.88.196.90,IT,25,Pavia,27100,45.2062,9.1926,NET-85-0-0-0-1,85-RIPE,2009-05-18,2004-04-01
229.109.149.136,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
131.93.239.115,US,IN,Rensselaer,47978,40.9943,-87.1229,NET-131-93-0-0-1,SJC-NET,1993-08-04,1988-11-01
3.148.14.106,US,CT,Fairfield,06828,41.1412,-73.2637,NET-3-0-0-0-1,GE-INTERNET,2008-03-28,1988-02-23
148.42.232.70,US,,,,37.751,-97.822,NET-148-10-0-0-1,DNIC-SNET-148-010,2009-04-16,1991-03-13
41.203.208.153,KE,30,Nairobi,,-1.2834,36.8167,NET-41-0-0-0-1,NET41,2010-11-09,2005-04-12
224.214.180.230,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
215.190.89.236,US,,,,37.751,-97.822,NET-215-0-0-0-1,DNIC-NET-215,2011-06-21,1998-06-05
5.192.154.23,AE,,,,24.0,54.0,NET-5-0-0-0-1,RIPE-5,2010-12-13,2010-11-30
0.21.5.244,,,,,0.0,0.0,NET-0-0-0-0-1,SPECIAL-IPV4-LOCAL-ID-IANA-RESERVED,2013-08-30,NA
111.63.199.122,CN,,,,34.7725,113.7266,NET-111-0-0-0-1,APNIC-AP,2010-07-30,2008-11-12
116.59.55.167,TW,,Taipei,,25.0418,121.4966,NET-116-0-0-0-1,APNIC-116,2010-07-30,2007-01-17
30.111.36.212,US,,,,37.751,-97.822,NET-30-0-0-0-1,DNIC-NET-030,2009-06-19,1991-07-01
197.100.194.168,ZA,,,,-29.0,24.0,NET-197-0-0-0-1,NET197,2010-11-09,2008-10-27
108.137.94.133,US,,,,37.751,-97.822,NET-108-128-0-0-1,BELLSNET-BLK21,2013-08-09,2010-06-21
119.215.172.248,KR,,,,37.5112,126.9741,NET-119-0-0-0-1,APNIC-119,2010-07-30,2007-01-17
200.53.193.130,BR,SP,São Paulo,,-23.5733,-46.6417,NET-200-0-0-0-1,LACNIC-200,2010-07-21,2002-07-27
235.67.186.244,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
185.219.88.216,,,,,0.0,0.0,NET-185-0-0-0-1,RIPE-185,2011-02-08,2011-01-04
189.13.236.51,BR,MG,Itabira,,-19.627,-43.225,NET-189-0-0-0-1,NET189,2010-07-21,2005-06-17
203.138.55.231,JP,,,,35.69,139.69,NET-203-0-0-0-1,APNIC-203,2010-08-02,1994-04-05
86.8.79.28,GB,ENG,Liverpool,L8,53.4167,-3.0,NET-86-0-0-0-1,86-RIPE,2009-05-18,2004-04-01
169.94.133.84,US,NY,New York,10271,40.7087,-74.0104,NET-169-64-0-0-1,JMC,2012-02-24,1993-08-25
57.171.84.25,BE,,,,50.85,4.35,NET-57-0-0-0-1,RIPE-ERX-57,2014-10-14,1993-06-21
21.95.52.188,US,,,,37.751,-97.822,NET-21-0-0-0-1,DNIC-SNET-021,2009-06-19,1991-07-01
208.126.21.88,US,IA,West Des Moines,50266,41.5635,-93.7842,NET-208-126-21-0-1,NET--208-126-21-0-24,2014-12-24,2014-12-24
180.51.77.214,JP,14,Yokohama,231-0021,35.4478,139.6425,NET-180-0-0-0-1,APNIC-180,2010-07-30,2009-04-30
61.181.68.181,CN,12,Tianjin,,39.1422,117.1767,NET-61-0-0-0-1,APNIC3,2010-07-30,1997-04-25
2.177.155.223,IR,,,,35.6961,51.4231,NET-2-0-0-0-1,2-RIPE,2009-09-30,2009-09-29
182.181.102.226,PK,IS,Islamabad,21061,33.69,73.0551,NET-182-0-0-0-0,APNIC-182,2010-07-30,2009-08-03
137.42.32.183,US,WI,Eau Claire,54701,44.7457,-91.5132,NET-137-42-0-0-1,CHENSYS,2008-12-24,1989-10-25
184.251.203.93,US,,,,37.751,-97.822,NET-184-251-128-0-1,SPRINT-184-251-128-0,2014-12-03,2014-12-03
227.147.249.194,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
222.113.37.163,KR,,,,37.5112,126.9741,NET-222-0-0-0-1,APNIC8,2010-07-30,2003-02-13
104.6.111.201,US,CA,Lodi,95240,38.1165,-121.1676,NET-104-0-0-0-1,SIS-80-1-6-2014,2014-01-16,2014-01-16
83.86.201.252,NL,ZH,Capelle aan den IJssel,2904,51.9336,4.6075,NET-83-0-0-0-1,83-RIPE,2004-03-16,2003-11-17
197.246.9.174,EG,,,,30.0355,31.223,NET-197-0-0-0-1,NET197,2010-11-09,2008-10-27
47.149.28.235,US,CA,Pomona,91766,34.039,-117.7548,NET-47-136-0-0-1,FCC-212,2015-08-28,2015-08-28
135.114.159.131,US,,,,37.751,-97.822,NET-135-114-0-0-1,LUCENT-135-114-125-B,2013-01-25,1996-04-30
117.144.87.167,CN,31,Shanghai,,31.0456,121.3997,NET-117-0-0-0-1,APNIC-117,2010-07-30,2007-01-17
95.98.66.125,NL,,,,52.3824,4.8995,NET-95-0-0-0-1,95-RIPE,2009-05-18,2007-07-30
116.54.133.187,CN,53,Kunming,,25.0389,102.7183,NET-116-0-0-0-1,APNIC-116,2010-07-30,2007-01-17
175.254.52.9,KR,,,,37.5112,126.9741,NET-175-0-0-0-0,APNIC-175,2010-07-30,2009-08-03
42.29.245.76,KR,,,,37.5112,126.9741,NET-42-0-0-0-1,APNIC-42,2011-04-12,2010-10-26
204.244.92.77,CA,BC,Vanderhoof,,54.0167,-124.0167,NET-204-244-92-0-1,204-244-92-0-12193,2012-07-11,2012-07-11
181.231.25.5,AR,S,Santa Fe,3000,-31.6,-60.7083,NET-181-0-0-0-0,LACNIC-181,2010-07-21,1993-05-01
107.228.225.95,US,,,,37.751,-97.822,NET-107-224-0-0-1,ATT-MOBILITY-LLC,2012-03-20,2010-10-01
15.108.131.41,US,CA,Palo Alto,94304,37.3762,-122.1826,NET-15-104-0-0-1,HPE-15-Z-INTERNET,2017-06-07,1994-07-01
10.78.5.44,,,,,0.0,0.0,NET-10-0-0-0-1,PRIVATE-ADDRESS-ABLK-RFC1918-IANA-RESERVED,2013-08-30,NA
83.142.9.165,RU,AST,Astrakhan,414004,46.34,48.04,NET-83-0-0-0-1,83-RIPE,2004-03-16,2003-11-17
13.184.180.70,US,CT,Norwalk,06850,41.1271,-73.4416,NET-13-184-0-0-1,XEROX-NET,2016-08-09,1986-04-25
67.236.158.9,US,IN,Rossville,46065,40.4272,-86.61,NET-67-232-0-0-1,EMBARQ-GLOBAL,2012-03-02,2008-01-14
179.176.179.218,BR,SC,Navegantes,,-26.9,-48.65,NET-179-0-0-0-1,LACNIC-179,2011-02-08,2011-01-04
251.112.76.59,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
81.148.61.186,GB,ENG,Plymouth,PL2,50.3964,-4.1386,NET-81-0-0-0-1,81-RIPE,2009-03-25,NA
70.71.125.46,CA,BC,Delta,V4C,49.1551,-122.9124,NET-70-64-0-0-1,SHAW-COMM,2012-03-02,2004-06-18
7.136.110.115,US,,,,37.751,-97.822,NET-7-0-0-0-1,DISANET7,2006-04-28,1997-11-24
119.116.228.13,CN,21,Shenyang,,41.7922,123.4328,NET-119-0-0-0-1,APNIC-119,2010-07-30,2007-01-17
148.72.107.148,US,AZ,Scottsdale,85260,33.6119,-111.8906,NET-148-72-0-0-1,GO-DADDY-COM-LLC,2015-10-26,2015-10-26
249.195.255.47,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
171.38.159.231,CN,45,Nanning,,22.8167,108.3167,NET-171-0-0-0-0,APNIC-ERX-171,2010-07-30,1993-05-01
250.81.232.54,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
9.122.252.152,US,NC,Durham,27709,35.994,-78.8986,NET-9-0-0-0-1,IBM,2011-09-06,1988-12-16
123.3.31.139,AU,VIC,Point Cook,3030,-37.9167,144.8,NET-123-0-0-0-1,APNIC-123,2010-07-30,2006-01-06
158.64.254.48,LU,,,,49.75,6.1667,NET-158-64-0-0-1,RIPE-ERX-158-64-0-0,2003-10-15,2003-10-15
76.172.103.222,US,CA,Brawley,92227,33.0276,-115.4511,NET-76-168-0-0-1,RRACI,2007-03-12,2006-07-26
174.59.224.199,US,PA,Lancaster,17602,40.0112,-76.2514,NET-174-59-0-0-1,CPA-1,2009-10-09,2009-10-09
71.205.82.255,US,CO,Castle Rock,80104,39.3276,-104.8163,NET-71-205-0-0-1,DENVER-5,2015-02-02,2015-02-02
248.43.165.154,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
36.151.126.222,CN,,,,34.7725,113.7266,NET-36-0-0-0-1,APNIC-36,2011-04-12,2010-10-26
1.175.157.147,TW,KHH,Kaohsiung City,,22.6333,120.35,NET-1-0-0-0-1,APNIC-1,2010-07-30,NA
189.36.244.240,,,,,0.0,0.0,NET-189-0-0-0-1,NET189,2010-07-21,2005-06-17
119.255.96.188,CN,13,Langfang,,39.5097,116.6947,NET-119-0-0-0-1,APNIC-119,2010-07-30,2007-01-17
224.219.47.118,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
127.253.223.242,,,,,0.0,0.0,NET-127-0-0-0-1,SPECIAL-IPV4-LOOPBACK-IANA-RESERVED,2013-08-30,NA
202.173.237.162,CN,44,Dongguan,,23.0333,113.7167,NET-202-0-0-0-1,APNIC-CIDR-BLK,2010-08-02,1994-04-05
79.232.105.150,DE,HE,Schlitz,36110,50.6759,9.5593,NET-79-0-0-0-1,79-RIPE,2009-05-18,2006-08-29
105.156.61.129,MA,03,Fes,,34.0372,-4.9999,NET-105-0-0-0-1,AFRINIC-105,2010-11-19,2010-11-19
20.241.82.181,US,,,,37.751,-97.822,NET-20-192-0-0-1,CSC,2017-02-22,1989-09-03
14.243.254.139,VN,HN,Hanoi,,21.0333,105.85,NET-14-0-0-0-1,APNIC-14,2010-07-30,2008-01-22
167.123.207.224,AU,,,,-33.494,143.2104,NET-167-123-0-0-1,APNIC-ERX-167-123-0-0,2009-10-08,2003-07-23
115.244.236.50,IN,TN,Chennai,600001,13.0833,80.2833,NET-115-0-0-0-1,APNIC-115,2010-07-30,2007-10-29
119.64.181.33,KR,11,Seoul,,37.5111,126.9743,NET-119-0-0-0-1,APNIC-119,2010-07-30,2007-01-17
100.28.227.164,US,,,,37.751,-97.822,NET-100-0-0-0-1,V4-VZO,2016-08-18,2010-12-28
199.173.87.226,US,,,,37.751,-97.822,NET-199-170-0-0-1,NETBLK-UUCBLK170-173,2012-03-20,1994-02-10
165.120.142.1,GB,,,,51.4964,-0.1224,NET-165-120-0-0-2,BTNET1,2013-08-14,2013-08-14
61.125.229.17,JP,13,Tokyo,100-0001,35.6427,139.7677,NET-61-0-0-0-1,APNIC3,2010-07-30,1997-04-25
117.64.220.44,CN,34,Hefei,,31.8639,117.2808,NET-117-0-0-0-1,APNIC-117,2010-07-30,2007-01-17
64.109.107.168,US,,,,37.751,-97.822,NET-64-109-107-0-1,SBCIS-10164-143739,2001-06-05,2001-06-05
135.190.250.36,US,,,,37.751,-97.822,NET-135-186-0-0-1,ATT-135-186-195-B,2012-04-02,1996-04-30
196.19.219.235,SC,16,Victoria,,-4.6167,55.45,NET-196-0-0-0-0,NET196,2010-11-09,1993-05-01
66.227.125.245,US,DC,Washington,20068,38.8951,-77.0364,NET-66-227-0-0-1,RGS-BLK5,2012-02-24,2002-01-31
166.109.95.70,US,NY,Harrison,10528,40.969,-73.7126,NET-166-109-0-0-1,WCHESTER,2017-03-06,1993-12-06
234.205.2.66,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
151.63.212.158,IT,,,,43.1479,12.1097,NET-151-0-0-0-0,RIPE-ERX-151,2009-05-18,1993-05-01
86.8.153.254,GB,ENG,Manchester,SK14,53.4519,-2.0566,NET-86-0-0-0-1,86-RIPE,2009-05-18,2004-04-01
163.6.227.154,US,UT,Ogden,84405,41.1544,-111.9796,NET-163-6-0-0-1,DAVIS-NET,2006-08-23,1992-06-29
209.53.81.130,CA,,,,43.6319,-79.3716,NET-209-53-0-0-1,TELAC-BLK11,2012-02-24,2000-01-13
251.130.148.135,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
30.195.69.240,US,,,,37.751,-97.822,NET-30-0-0-0-1,DNIC-NET-030,2009-06-19,1991-07-01
13.245.212.19,US,CT,Norwalk,06850,41.1271,-73.4416,NET-13-244-0-0-1,XEROX-NET,2016-08-09,1986-04-25
195.234.227.32,CH,,,,47.1449,8.1551,NET-195-0-0-0-1,RIPE-CBLK3,2009-03-25,1996-03-25
221.65.55.155,JP,,,,35.69,139.69,NET-221-0-0-0-1,APNIC7,2010-07-30,NA
76.26.197.28,US,SC,Mt. Pleasant,29464,32.8229,-79.8549,NET-76-16-0-0-1,WESTERN-1,2016-08-31,2006-06-28
85.198.244.217,PL,,,,52.2394,21.0362,NET-85-0-0-0-1,85-RIPE,2009-05-18,2004-04-01
42.19.62.227,KR,,,,37.5112,126.9741,NET-42-0-0-0-1,APNIC-42,2011-04-12,2010-10-26
75.171.239.171,US,CO,Aurora,80012,39.7003,-104.8415,NET-75-160-0-0-1,QWEST-INET-124,2013-09-19,2006-10-24
91.103.57.244,AM,,,,40.0,45.0,NET-91-0-0-0-1,91-RIPE,2009-05-18,2005-06-30
35.198.95.59,US,CA,Mountain View,94043,37.4192,-122.0574,NET-35-192-0-0-1,GOOGL-2,2017-03-21,2017-03-21
173.56.186.119,US,,,,37.751,-97.822,NET-173-48-0-0-1,VIS-BLOCK,2016-05-17,2008-10-09
224.217.44.163,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
45.169.69.219,,,,,0.0,0.0,NET-45-160-0-0-1,LACNIC,2014-09-10,2014-09-10
64.176.193.212,US,MA,Andover,01810,42.6489,-71.1655,NET-64-176-0-0-1,ALABANZA-BALT-4,2012-03-02,2000-06-08
26.93.48.4,US,,,,37.751,-97.822,NET-26-0-0-0-1,DISANET26,2009-06-19,1995-05-01
31.18.229.177,DE,MV,Rostock,18106,54.0833,12.1333,NET-31-0-0-0-1,RIPE-31,2010-05-18,NA
146.155.94.188,CL,RM,Santiago,,-33.4625,-70.6682,NET-146-155-0-0-1,LACNIC-ERX-146-155-0-0,2007-12-17,2004-02-04
78.210.189.11,FR,NAQ,Dax,40100,43.7103,-1.0537,NET-78-0-0-0-1,78-RIPE,2009-05-18,2006-08-29
225.85.228.121,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
248.184.35.178,,,,,0.0,0.0,NET-240-0-0-0-0,SPECIAL-IPV4-FUTURE-USE-IANA-RESERVED,2013-08-30,NA
216.173.77.194,US,DE,Wilmington,19801,39.7157,-75.5281,NET-216-173-64-0-1,NLAYER18,2015-03-06,2015-03-06
2.101.99.6,GB,WLS,Cardiff,CF14,51.5,-3.2,NET-2-0-0-0-1,2-RIPE,2009-09-30,2009-09-29
217.61.54.61,IT,52,Arezzo,52100,43.4167,11.8833,NET-217-0-0-0-1,217-RIPE,2009-03-25,2000-06-05
34.92.140.88,US,,,,37.751,-97.822,NET-34-0-0-0-1,HALLIBURTON,2016-09-12,1991-03-11
232.216.233.181,,,,,0.0,0.0,NET-224-0-0-0-1,MCAST-NET,2013-08-30,1991-05-22
